"first_name","middle_name","last_name","full_name","gender","origin"
"danko","","brncic","danko brncic","m","genderize_r_titles"
"hilton","","kort","hilton kort","m","genderize_r_titles"
"erhardt","","guttgemanns","erhardt guttgemanns","m","genderize_r_titles"
"wang","","xiaotang","wang xiaotang","f","genderize_r_titles"
"gerald","","nash","gerald d. nash","m","genderize_r_titles"
"leonard","","riforgiato","leonard r. riforgiato","m","genderize_r_titles"
"eliot","","berson","eliot berson","m","genderize_r_titles"
"john","maxwell","cowley","john maxwell cowley","m","genderize_r_titles"
"janet","marion","martin","janet marion martin","f","genderize_r_titles"
"jean","","glenisson","jean glenisson","m","genderize_r_titles"
"james","","starbuck","james starbuck","m","genderize_r_titles"
"james","","tobin","james tobin","m","genderize_r_titles"
"jane","","sherman","jane sherman","f","genderize_r_titles"
"john","","wedgwood","john wedgwood","m","genderize_r_titles"
"jorge","","anhalzer","jorge anhalzer","m","genderize_r_titles"
"jose","","goyanes capdevila","jose goyanes capdevila","m","genderize_r_titles"
"jose","juan","arrom","jose juan arrom","m","genderize_r_titles"
"jose","manuel","esteve","jose manuel esteve","m","genderize_r_titles"
"jose","maria","neves","jose maria neves","m","genderize_r_titles"
"joseph","periam","danton","joseph periam danton","m","genderize_r_titles"
"judd","","marmor","judd marmor","m","genderize_r_titles"
"julius","erich","wess","julius erich wess","m","genderize_r_titles"
"julius","","rudel","julius rudel","m","genderize_r_titles"
"kim","","gordon","kim gordon","f","genderize_r_titles"
"kari","","sajavaara","kari sajavaara","m","genderize_r_titles"
"karl","","donath","karl donath","m","genderize_r_titles"
"kazimierz","","zielinski","kazimierz zielinski","m","genderize_r_titles"
"kenneth","alan","johnson","kenneth alan johnson","m","genderize_r_titles"
"kenneth","crossley","mcwalter","kenneth crossley mcwalter","m","genderize_r_titles"
"kenzo","","tange","kenzo tange","m","genderize_r_titles"
"kisho","","kurokawa","kisho kurokawa","m","genderize_r_titles"
"klaus","dieter","seemann","klaus dieter seemann","m","genderize_r_titles"
"wendell","","dodge","wendell e. dodge","m","genderize_r_titles"
"kurt","","amplatz","kurt amplatz","m","genderize_r_titles"
"leo","","breiman","leo breiman","m","genderize_r_titles"
"lauriston","","taylor","lauriston taylor","m","genderize_r_titles"
"leroy","","hood","leroy hood","m","genderize_r_titles"
"lennart","","eberson","lennart eberson","m","genderize_r_titles"
"leonid","ivanovich","korochkin","leonid ivanovich korochkin","m","genderize_r_titles"
"leslie","alan","shepard","leslie alan shepard","m","genderize_r_titles"
"abraham","louis","levin","abraham louis levin","m","genderize_r_titles"
"ralph","","twentyman","ralph twentyman","m","genderize_r_titles"
"lothar","","cossel","lothar cossel","m","genderize_r_titles"
"louis","","ribbink","louis ribbink","m","genderize_r_titles"
"ludwig","karl","ratschiller","ludwig karl ratschiller","m","genderize_r_titles"
"luigi","","amaducci","luigi amaducci","m","genderize_r_titles"
"luigi","guglielmo","moncada","luigi guglielmo moncada","m","genderize_r_titles"
"luigi","","ottolini","luigi ottolini","m","genderize_r_titles"
"rosalind","","pierson","rosalind pierson","f","genderize_r_titles"
"james","","laughlin","james laughlin","m","genderize_r_titles"
"malcolm","alexander","ramsay","malcolm alexander ramsay","m","genderize_r_titles"
"marcel","","bruell","marcel bruell","m","genderize_r_titles"
"mark","","swerdlow","mark swerdlow","m","genderize_r_titles"
"mary","kathleen","marchant","mary kathleen marchant","f","genderize_r_titles"
"maureen","","morton","maureen morton","f","genderize_r_titles"
"richard","wesley","telinde","richard wesley telinde","m","genderize_r_titles"
"roman","","hlatky","roman hlatky","m","genderize_r_titles"
"werner","","schreyer","werner schreyer","m","genderize_r_titles"
"wulf","","mueller","wulf u. mueller","m","genderize_r_titles"
"clifford","","truesdell","clifford truesdell","m","genderize_r_titles"
"merrick","edward","abrahams","merrick edward peltier abrahams","m","genderize_r_titles"
"micah","","jones","micah jones","m","genderize_r_titles"
"michael","dudley","sturge","michael dudley sturge","m","genderize_r_titles"
"michael","","maschler","michael maschler","m","genderize_r_titles"
"milton","","friedman","milton friedman","m","genderize_r_titles"
"ed","","thigpen","ed thigpen","m","genderize_r_titles"
"monique","","beudert","monique beudert","f","genderize_r_titles"
"abe","","goldstein","abe goldstein","m","genderize_r_titles"
"nadezhda","borisovna","bolotina","nadezhda borisovna bolotina","f","genderize_r_titles"
"nicholas","john","mills","nicholas john mills","m","genderize_r_titles"
"nikolai","alekseevich","chernoplekov","nikolai alekseevich chernoplekov","m","genderize_r_titles"
"petrovna","","solntseva","petrovna solntseva","f","genderize_r_titles"
"mary","","daly","mary daly","f","genderize_r_titles"
"arthur","","haynes","arthur v. haynes","m","genderize_r_titles"
"herbert","","miller","herbert miller","m","genderize_r_titles"
"james","wardrop","telford","james wardrop telford","m","genderize_r_titles"
"larry","","zox","larry zox","m","genderize_r_titles"
"pirkko","","santavuori","pirkko santavuori","f","genderize_r_titles"
"adam","","sutton","adam sutton","m","genderize_r_titles"
"kurt","","burger","kurt burger","m","genderize_r_titles"
"jean","","stonebridge","jean stonebridge","f","genderize_r_titles"
"carol","","mowbray","carol t. mowbray","f","genderize_r_titles"
"charles","","broyden","charles broyden","m","genderize_r_titles"
"ludwig","","waechter","ludwig waechter","m","genderize_r_titles"
"paul","walter","hartl","paul walter hartl","m","genderize_r_titles"
"richard","","altick","richard d. altick","m","genderize_r_titles"
"christopher","kevin","boyle","christopher kevin boyle","m","genderize_r_titles"
"william","alfred","read","william alfred read","m","genderize_r_titles"
"brigitte","","dragosics","brigitte dragosics","f","genderize_r_titles"
"donald","","michle","donald michle","m","genderize_r_titles"
"leon","anthony","fennessy","leon anthony fennessy","m","genderize_r_titles"
"peter","","widdowson","peter widdowson","m","genderize_r_titles"
"robin","","mckenzie","robin mckenzie","m","genderize_r_titles"
"rosalind","hauk","kornfeld","rosalind hauk kornfeld","f","genderize_r_titles"
"vladislav","","lemanov","vladislav v. lemanov","m","genderize_r_titles"
"agustin","","moreto","agustin moreto","m","genderize_r_titles"
"oliver","","holmes","oliver holmes","m","genderize_r_titles"
"rafael","","dudziak","rafael dudziak","m","genderize_r_titles"
"ernst","","jeckeln","ernst jeckeln","m","genderize_r_titles"
"friedrich","wilhelm","ahnefeld","friedrich wilhelm ahnefeld","m","genderize_r_titles"
"james","","riding","james riding","m","genderize_r_titles"
"klaus","","dammrich","klaus dammrich","m","genderize_r_titles"
"jean","","schmets","jean schmets","m","genderize_r_titles"
"michelle","","dorrance","michelle dorrance","f","genderize_r_titles"
"oleg","aleksandrovich","petrii","oleg aleksandrovich petrii","m","genderize_r_titles"
"oscar","davis","ratnoff","oscar davis ratnoff","m","genderize_r_titles"
"oscar","","gershanik","oscar gershanik","m","genderize_r_titles"
"otakar","","cervinka","otakar cervinka","m","genderize_r_titles"
"otfrid","","foerster","otfrid foerster","m","genderize_r_titles"
"otto","wilhelm","madelung","otto wilhelm madelung","m","genderize_r_titles"
"gerhard","","reuter","gerhard reuter","m","genderize_r_titles"
"paul","","pelliot","paul pelliot","m","genderize_r_titles"
"stanislaw","","zagrodzki","stanislaw zagrodzki","m","genderize_r_titles"
"paul","dudley","white","paul dudley white","m","genderize_r_titles"
"pauline","atherton","cochrane","pauline atherton cochrane","f","genderize_r_titles"
"pax","allan","chingawale","pax allan chingawale","m","genderize_r_titles"
"jerzy","","wasilewski","jerzy wasilewski","m","genderize_r_titles"
"claude","michel","cluny","claude michel cluny","m","genderize_r_titles"
"peter","clay","eklund","peter clay eklund","m","genderize_r_titles"
"peter","edgerly","firchow","peter edgerly firchow","m","genderize_r_titles"
"petrovsky","arthur","vladimirovich","petrovsky arthur vladimirovich","m","genderize_r_titles"
"philip","john","kingston","philip john kingston","m","genderize_r_titles"
"philip","","johnson","philip johnson","m","genderize_r_titles"
"phyllis","louisa","botha","phyllis louisa botha","f","genderize_r_titles"
"pieter","joost","goedhart","pieter joost goedhart","m","genderize_r_titles"
"hein","","wellens","hein wellens","m","genderize_r_titles"
"ignaz","joseph","pleyel","ignaz joseph pleyel","m","genderize_r_titles"
"jose","","ibanez cerda","jose ibanez cerda","m","genderize_r_titles"
"kevin","","rosso","kevin m. rosso","m","genderize_r_titles"
"josef","","stepanik","josef stepanik","m","genderize_r_titles"
"friedrich","","stelzner","friedrich stelzner","m","genderize_r_titles"
"herman","","de pooter","herman de pooter","m","genderize_r_titles"
"peter","","ax","peter ax","m","genderize_r_titles"
"werner","","zeil","werner zeil","m","genderize_r_titles"
"mario","","serio","mario serio","m","genderize_r_titles"
"rosalinda","","contreras","rosalinda contreras","f","genderize_r_titles"
"bryan","","warren","bryan f warren","m","genderize_r_titles"
"phillip","vallentine","tobias","phillip vallentine tobias","m","genderize_r_titles"
"georgi","","efremov","georgi d. efremov","m","genderize_r_titles"
"klaus","","breddin","klaus breddin","m","genderize_r_titles"
"heisuke","","hironaka","heisuke hironaka","m","genderize_r_titles"
"henryk","","wojcikiewicz","henryk wojcikiewicz","m","genderize_r_titles"
"meinhart","","zenk","meinhart h. zenk","m","genderize_r_titles"
"michael","alan","cooper","michael alan ralph cooper","m","genderize_r_titles"
"michal","","witanowski","michal witanowski","m","genderize_r_titles"
"richard","","gottlieb","richard gottlieb","m","genderize_r_titles"
"peter","","birchenall","peter birchenall","m","genderize_r_titles"
"pietro","","motta","pietro motta","m","genderize_r_titles"
"rainer","","beckert","rainer beckert","m","genderize_r_titles"
"ryozo","","toei","ryozo toei","m","genderize_r_titles"
"donald","","harrison","donald harrison","m","genderize_r_titles"
"toshisada","","nishida","toshisada nishida","m","genderize_r_titles"
"wanda","","wyrwicka","wanda wyrwicka","f","genderize_r_titles"
"william","","higuchi","william i. higuchi","m","genderize_r_titles"
"mitch","","javidi","mitch javidi","m","genderize_r_titles"
"stefan","","willich","stefan willich","m","genderize_r_titles"
"bonnie","","bassler","bonnie l. bassler","f","genderize_r_titles"
"bruce","","lahn","bruce lahn","m","genderize_r_titles"
"viktor","","schultz","viktor schultz","m","genderize_r_titles"
"john","","murra","john murra","m","genderize_r_titles"
"paul","","arthur","paul arthur","m","genderize_r_titles"
"benoit","","mandelbrot","benoit b. mandelbrot","m","genderize_r_titles"
"ralph","","siegel","ralph siegel","m","genderize_r_titles"
"raymond","","hains","raymond hains","m","genderize_r_titles"
"jean","","potocki","jean potocki","m","genderize_r_titles"
"anne","","fowler","anne e. fowler","f","genderize_r_titles"
"monica","","caldararu","monica caldararu","f","genderize_r_titles"
"fred","","buttel","fred buttel","m","genderize_r_titles"
"lee","","mcintosh","lee mcintosh","m","genderize_r_titles"
"lloyd","","unsell","lloyd n. unsell","m","genderize_r_titles"
"william","","kannel","william b. kannel","m","genderize_r_titles"
"patrick","","wall","patrick wall","m","genderize_r_titles"
"rene","","koenig","rene koenig","m","genderize_r_titles"
"rosario","","ferre","rosario ferre","f","genderize_r_titles"
"bruce","","stone","bruce stone","m","genderize_r_titles"
"richard","charles","pfister","richard charles pfister","m","genderize_r_titles"
"richard","lee","hester","richard lee hester","m","genderize_r_titles"
"richard","","miles","richard miles","m","genderize_r_titles"
"richard","penrose","schmidt","richard penrose schmidt","m","genderize_r_titles"
"richard","starr","ross","richard starr ross","m","genderize_r_titles"
"richard","thomas","robiscoe","richard thomas robiscoe","m","genderize_r_titles"
"thomas","jefferson","jarrell","thomas jefferson jarrell","m","genderize_r_titles"
"rose","","bampton","rose bampton","f","genderize_r_titles"
"roselyn","adele","walker","roselyn adele walker","f","genderize_r_titles"
"ross","galbraith","mitchell","ross galbraith mitchell","m","genderize_r_titles"
"ross","","stretton","ross stretton","m","genderize_r_titles"
"rudolf","","albert","rudolf albert","m","genderize_r_titles"
"rudy","","autio","rudy autio","m","genderize_r_titles"
"stefan","","brinkmann","stefan brinkmann","m","genderize_r_titles"
"guy","","gauthier","guy gauthier","m","genderize_r_titles"
"samuel","roger","rimmer","samuel roger rimmer","m","genderize_r_titles"
"mary","jo","nye","mary jo nye","f","genderize_r_titles"
"saul","","roseman","saul roseman","m","genderize_r_titles"
"serge","","golovine","serge golovine","m","genderize_r_titles"
"sergei","anatolyevich","starostin","sergei anatolyevich starostin","m","genderize_r_titles"
"sergei","petrovich","denisov","sergei petrovich denisov","m","genderize_r_titles"
"marylin","","dodd","marylin j. dodd","f","genderize_r_titles"
"johan","","botha","johan botha","m","genderize_r_titles"
"edsger","","dijkstra","edsger w. dijkstra","m","genderize_r_titles"
"john","","sciarra","john j. sciarra","m","genderize_r_titles"
"helmut","","drexler","helmut drexler","m","genderize_r_titles"
"stanley","","holden","stanley holden","m","genderize_r_titles"
"stanley","","kubrick","stanley kubrick","m","genderize_r_titles"
"lorraine","","gudas","lorraine j. gudas","f","genderize_r_titles"
"stephen","","dal nogare","stephen dal nogare","m","genderize_r_titles"
"steven","","karger","steven karger","m","genderize_r_titles"
"stuart","","roath","stuart roath","m","genderize_r_titles"
"nils","","hartler","nils hartler","m","genderize_r_titles"
"xiangmei","","gu","xiangmei gu","f","genderize_r_titles"
"john","","tanaka","john tanaka","m","genderize_r_titles"
"paul","peter","rosen","paul peter rosen","m","genderize_r_titles"
"julian","","chojnowski","julian chojnowski","m","genderize_r_titles"
"fabio","","broglio","fabio broglio","m","genderize_r_titles"
"john","","baxter","john d. baxter","m","genderize_r_titles"
"zev","","naveh","zev naveh","m","genderize_r_titles"
"charles","","park","charles r. park","m","genderize_r_titles"
"guida","mary","crowley","guida mary crowley","f","genderize_r_titles"
"john","","parkinson","john parkinson","m","genderize_r_titles"
"thomas","joseph","delaney","thomas joseph delaney","m","genderize_r_titles"
"thomas","vincent","santulli","thomas vincent santulli","m","genderize_r_titles"
"tikhon","","khrennikov","tikhon khrennikov","m","genderize_r_titles"
"heinz","","mattig","heinz mattig","m","genderize_r_titles"
"edward","","said","edward said","m","genderize_r_titles"
"jean","","chesneaux","jean chesneaux","m","genderize_r_titles"
"john","","wright","john c. wright","m","genderize_r_titles"
"tom","","rowland","tom rowland","m","genderize_r_titles"
"william","","miller","william h. miller","m","genderize_r_titles"
"bob","","kauffman","bob kauffman","m","genderize_r_titles"
"umesh","chandra","pati","umesh chandra pati","m","genderize_r_titles"
"ursula","","vaughan williams","ursula vaughan williams","f","genderize_r_titles"
"vasilii","zakharovich","vlasov","vasilii zakharovich vlasov","m","genderize_r_titles"
"viktor","matveevich","bukhshtaber","viktor matveevich bukhshtaber","m","genderize_r_titles"
"vladimir","leonidovitch","doshchitsyn","vladimir leonidovitch doshchitsyn","m","genderize_r_titles"
"vladimir","mikhailovich","fridkin","vladimir mikhailovich fridkin","m","genderize_r_titles"
"william","daniel","sudia","william daniel sudia","m","genderize_r_titles"
"walter","thomas","morgan","walter thomas james morgan","m","genderize_r_titles"
"william","craig","reynolds","william craig reynolds","m","genderize_r_titles"
"william","glenn","sly","william glenn sly","m","genderize_r_titles"
"william","joseph","reals","william joseph reals","m","genderize_r_titles"
"william","","roseberry","william roseberry","m","genderize_r_titles"
"william","sprott","pollitzer","william sprott pollitzer","m","genderize_r_titles"
"wolfgang","","mommsen","wolfgang mommsen","m","genderize_r_titles"
"yahya","","cohen","yahya cohen","m","genderize_r_titles"
"yakov","zalmanovich","tsypkin","yakov zalmanovich tsypkin","m","genderize_r_titles"
"yasunaru","","kawashima","yasunaru kawashima","m","genderize_r_titles"
"yinglai","","wang","yinglai wang","m","genderize_r_titles"
"ballet","","john","ballet john","m","genderize_r_titles"
"yury","akhmetovich","aminov","yury akhmetovich aminov","m","genderize_r_titles"
"zhores","ivanovich","alferov","zhores ivanovich alferov","m","genderize_r_titles"
"peter","","aaby","peter aaby","m","pubmed"
"shawn","","aaron","shawn aaron","m","pubmed"
"kevin","","abbott","kevin abbott","m","pubmed"
"salim","","abdulla","salim abdulla","m","pubmed"
"corine","","aboa-eboulé","corine aboa-eboulé","f","pubmed"
"ahmed","","abou-setta","ahmed abou-setta","m","pubmed"
"william","","abraham","william abraham","m","pubmed"
"bo","","abrahamsen","bo abrahamsen","m","pubmed"
"donald","","abrams","donald abrams","m","pubmed"
"nancy","","aburto","nancy aburto","f","pubmed"
"jane","ruth","aceng","jane ruth aceng","f","pubmed"
"linda","","adair","linda adair","f","pubmed"
"soheir","","adam","soheir adam","f","pubmed"
"alyce","","adams","alyce adams","f","pubmed"
"giovanni","","addolorato","giovanni addolorato","m","pubmed"
"neill","","adhikari","neill adhikari","m","pubmed"
"walter","","ageno","walter ageno","m","pubmed"
"giancarlo","","agnelli","giancarlo agnelli","m","pubmed"
"martin","","ahlgren","martin ahlgren","m","pubmed"
"jiyoung","","ahn","jiyoung ahn","f","pubmed"
"alexander","","aiken","alexander aiken","m","pubmed"
"agneta","","akesson","agneta akesson","f","pubmed"
"christine","","albert","christine albert","f","pubmed"
"svenja","","albrecht","svenja albrecht","f","pubmed"
"thomas","","aldrich","thomas aldrich","m","pubmed"
"melissa","","aldridge","melissa aldridge","f","pubmed"
"berthe","","aleman","berthe aleman","f","pubmed"
"erik","","alexander","erik alexander","m","pubmed"
"lorraine","niño","alexander","lorraine niño alexander","f","pubmed"
"richard","","alexander","richard alexander","m","pubmed"
"caleb","","alexander"," caleb alexander","m","pubmed"
"graziella","badin","aliti","graziella badin aliti","f","pubmed"
"sana","","al-khatib","sana al-khatib","f","pubmed"
"stephen","","allen","stephen allen","m","pubmed"
"richard","","allen","richard allen","m","pubmed"
"christopher","","almond","christopher almond","m","pubmed"
"pedro","","alonso","pedro alonso","m","pubmed"
"sharif","","al-ruzzeh","sharif al-ruzzeh","m","pubmed"
"fernando","","althabe","fernando althabe","m","pubmed"
"daniel","","altman","daniel altman","m","pubmed"
"francisco","","alvarez-blasco","francisco alvarez-blasco","m","pubmed"
"amit","","amin","amit amin","m","pubmed"
"peter","","ammann","peter ammann","m","pubmed"
"katherine","","anagnostou","katherine anagnostou","f","pubmed"
"sudhir","","anand","sudhir anand","m","pubmed"
"cande","","ananth","cande ananth","m","pubmed"
"kathryn","","anastos","kathryn anastos","f","pubmed"
"johan","hviid","andersen","johan hviid andersen","m","pubmed"
"gerard","","anderson","gerard anderson","m","pubmed"
"monique","","anderson","monique anderson","f","pubmed"
"jason","","andrews","jason andrews","m","pubmed"
"joão","","anselmo","joão anselmo","m","pubmed"
"kevin","","anstrom","kevin anstrom","m","pubmed"
"nicholas","","anthonisen","nicholas anthonisen","m","pubmed"
"antonella","","d'arminio monforte","antonella d'arminio monforte","f","pubmed"
"tony","","antoniou","tony antoniou","m","pubmed"
"latifat","","apatira","latifat apatira","f","pubmed"
"christian","","apfel","christian apfel","m","pubmed"
"lawrence","","appel","lawrence appel","m","pubmed"
"andre","","araujo","andre araujo","m","pubmed"
"diego","","ardissino","diego ardissino","m","pubmed"
"james","","armitage","james armitage","m","pubmed"
"katrina","","armstrong","katrina armstrong","f","pubmed"
"paul","","armstrong","paul armstrong","m","pubmed"
"bertrand","","arnulf","bertrand arnulf","m","pubmed"
"sanjeev","","arora","sanjeev arora","m","pubmed"
"adelaide","","arruda-olson","adelaide arruda-olson","f","pubmed"
"bjørn","","asvold","bjørn asvold","m","pubmed"
"robert","","atmar","robert atmar","m","pubmed"
"alexandra","","aubry","alexandra aubry","f","pubmed"
"wady","","aude"," wady aude","m","pubmed"
"reto","","auer","reto auer","m","pubmed"
"andrew","","auerbach","andrew auerbach","m","pubmed"
"philippe","","autier","philippe autier","m","pubmed"
"liat","","ayalon","liat ayalon","f","pubmed"
"henk-jan","","baarslag","henk-jan baarslag","m","pubmed"
"mohan","","babapulle","mohan babapulle","m","pubmed"
"ambika","","babu","ambika babu","f","pubmed"
"filip","","baert","filip baert","m","pubmed"
"laura","","baglietto","laura baglietto","f","pubmed"
"hossein","","bahrami","hossein bahrami","m","pubmed"
"amos","","bailey"," amos bailey","m","pubmed"
"william","","baker","william baker","m","pubmed"
"michael","","baker","michael baker","m","pubmed"
"tracy","","balboni","tracy balboni","f","pubmed"
"carol","","baldwin","carol baldwin","f","pubmed"
"ethan","","balk","ethan balk","m","pubmed"
"rob","","baltussen","rob baltussen","m","pubmed"
"heejung","","bang","heejung bang","f","pubmed"
"jessica","","banthin","jessica banthin","f","pubmed"
"selina","","banu","selina banu","f","pubmed"
"robert","","barclay","robert barclay","m","pubmed"
"aditya","","bardia","aditya bardia","m","pubmed"
"aileen","","barnes","aileen barnes","f","pubmed"
"janice","","barnhart","janice barnhart","f","pubmed"
"graham","","barr"," graham barr","m","pubmed"
"ben","","barr","ben barr","m","pubmed"
"josé","augusto","barreto-filho","josé augusto barreto-filho","m","pubmed"
"bruce","","barrett","bruce barrett","m","pubmed"
"elizabeth","","barrett-connor","elizabeth barrett-connor","f","pubmed"
"alon","","barsheshet","alon barsheshet","m","pubmed"
"jeffrey","","barsuk","jeffrey barsuk","m","pubmed"
"bradley","","bart","bradley bart","m","pubmed"
"geertje","","bartelds","geertje bartelds","f","pubmed"
"pelham","","barton","pelham barton","m","pubmed"
"ezra","","barzilay","ezra barzilay","m","pubmed"
"josé","","baselga","josé baselga","m","pubmed"
"lori","","bash","lori bash","f","pubmed"
"sanjay","","basu","sanjay basu","m","pubmed"
"shannon","","bates","shannon bates","f","pubmed"
"michael","","bates","michael bates","m","pubmed"
"pelin","","batur","pelin batur","f","pubmed"
"tim","","bauer","tim bauer","m","pubmed"
"jerry","","bauman","jerry bauman","m","pubmed"
"liesbeth","","bax","liesbeth bax","f","pubmed"
"antoni","","bayes-genis","antoni bayes-genis","m","pubmed"
"lydia","","bazzano","lydia bazzano","f","pubmed"
"michael","","becker","michael becker","m","pubmed"
"david","","becker","david becker","m","pubmed"
"paula","","bednarek","paula bednarek","f","pubmed"
"george","","bedu-addo","george bedu-addo","m","pubmed"
"colin","","begg","colin begg","m","pubmed"
"philip","","bejon","philip bejon","m","pubmed"
"chaim","","bell","chaim bell","m","pubmed"
"keith","","bellizzi","keith bellizzi","m","pubmed"
"eran","","bendavid","eran bendavid","m","pubmed"
"iddo","","ben-dov","iddo ben-dov","m","pubmed"
"gary","","bennett","gary bennett","m","pubmed"
"elliott","","bennett-guerrero","elliott bennett-guerrero","m","pubmed"
"amirta","","benning","amirta benning","f","pubmed"
"john","","benson","john benson","m","pubmed"
"stephen","","bent","stephen bent","m","pubmed"
"shirley","","beresford","shirley beresford","f","pubmed"
"rolf","","berger","rolf berger","m","pubmed"
"robert","","berkowitz","robert berkowitz","m","pubmed"
"brian","","berman","brian berman","m","pubmed"
"enrico","","bernardi","enrico bernardi","m","pubmed"
"sasha","","bernatsky","sasha bernatsky","f","pubmed"
"elizabeth","","bernstein"," elizabeth bernstein","f","pubmed"
"amy","","berrington de gonzález","amy berrington de gonzález","f","pubmed"
"donald","","berry","donald berry","m","pubmed"
"daniel","","bertges","daniel bertges","m","pubmed"
"john","","beshai","john beshai","m","pubmed"
"nita","","bhandari","nita bhandari","f","pubmed"
"deepak","","bhatt","deepak bhatt","m","pubmed"
"ami","","bhatt","ami bhatt","f","pubmed"
"james","","biagi","james biagi","m","pubmed"
"karl","","bilimoria","karl bilimoria","m","pubmed"
"john","","billings","john billings","m","pubmed"
"andrew","","bindman","andrew bindman","m","pubmed"
"edmund","","bini","edmund bini","m","pubmed"
"john","","birkmeyer","john birkmeyer","m","pubmed"
"hans","","bisgaard","hans bisgaard","m","pubmed"
"heike","","bischoff-ferrari","heike bischoff-ferrari","f","pubmed"
"lena","","björck","lena björck","f","pubmed"
"dennis","","black","dennis black","m","pubmed"
"jan","","blankensteijn","jan blankensteijn","m","pubmed"
"alessandro","","ble","alessandro ble","m","pubmed"
"hannah","","blencowe","hannah blencowe","f","pubmed"
"robert","","blendon","robert blendon","m","pubmed"
"geoffrey","","block","geoffrey block","m","pubmed"
"jeanet","","blom","jeanet blom","f","pubmed"
"fiona","","turnbull","fiona turnbull","f","pubmed"
"cinnamon","","bloss","cinnamon bloss","f","pubmed"
"stijn","","blot","stijn blot","m","pubmed"
"david","","bluemke","david bluemke","m","pubmed"
"william","","boden","william boden","m","pubmed"
"maaike","","de boer","maaike de boer","f","pubmed"
"mike","","boggild","mike boggild","m","pubmed"
"nancy","","ter bogt","nancy ter bogt","f","pubmed"
"michael","","boland","michael boland","m","pubmed"
"nienke","","bolk","nienke bolk","f","pubmed"
"michel","","bolla","michel bolla","m","pubmed"
"yvonne","","bombard","yvonne bombard","f","pubmed"
"valérie","","bonadona","valérie bonadona","f","pubmed"
"james","","bonner","james bonner","m","pubmed"
"ronald","","booth","ronald booth","m","pubmed"
"suresh","","boppana","suresh boppana","m","pubmed"
"ann","","borzecki","ann borzecki","f","pubmed"
"michael","","bosse","michael bosse","m","pubmed"
"georg","","bosshard","georg bosshard","m","pubmed"
"sophie","","bostock","sophie bostock","f","pubmed"
"emmanuel","","bottieau","emmanuel bottieau","m","pubmed"
"judy","","boughey","judy boughey","f","pubmed"
"ebony","","boulware"," ebony boulware","f","pubmed"
"fabienne","","bourgeois","fabienne bourgeois","f","pubmed"
"homer","","boushey","homer boushey","m","pubmed"
"marie-germaine","","bousser","marie-germaine bousser","m","pubmed"
"florent","","boutitie","florent boutitie","m","pubmed"
"mark","","bower","mark bower","m","pubmed"
"allison","","brashear","allison brashear","f","pubmed"
"simona","","bratu","simona bratu","f","pubmed"
"carmen","","brauer","carmen brauer","f","pubmed"
"hermann","","brenner","hermann brenner","m","pubmed"
"lizzy","","brewster","lizzy brewster","f","pubmed"
"pierre-olivier","","bridevaux","pierre-olivier bridevaux","m","pubmed"
"becky","","briesacher","becky briesacher","f","pubmed"
"benno","","brinkhaus","benno brinkhaus","m","pubmed"
"jesper","","brok","jesper brok","m","pubmed"
"alan","","brookhart"," alan brookhart","m","pubmed"
"josiane","","broussard","josiane broussard","f","pubmed"
"margaret","","brousseau","margaret brousseau","f","pubmed"
"ingeborg","","brouwer","ingeborg brouwer","f","pubmed"
"jeremy","","brown","jeremy brown","m","pubmed"
"linda","","brubaker","linda brubaker","f","pubmed"
"wendy","","bruening","wendy bruening","f","pubmed"
"jasper","","brugts","jasper brugts","m","pubmed"
"frank","","brunkhorst","frank brunkhorst","m","pubmed"
"jennifer","","bryce","jennifer bryce","f","pubmed"
"heiner","","bucher","heiner bucher","m","pubmed"
"aron","","buchman","aron buchman","m","pubmed"
"henry","","buchwald","henry buchwald","m","pubmed"
"brian","","buijsse","brian buijsse","m","pubmed"
"aumphornpun","","buavirat","aumphornpun buavirat","f","pubmed"
"harry","","büller","harry büller","m","pubmed"
"charles","","burant","charles burant","m","pubmed"
"gerd","","burmester","gerd burmester","m","pubmed"
"john","","burn","john burn","m","pubmed"
"matthew","","burton","matthew burton","m","pubmed"
"dale","","burwen","dale burwen","m","pubmed"
"christopher","","butler","christopher butler","m","pubmed"
"adeel","","butt","adeel butt","m","pubmed"
"debra","","butt","debra butt","f","pubmed"
"jim","","buttery","jim buttery","m","pubmed"
"jill","","buyon","jill buyon","f","pubmed"
"saundra","","buys","saundra buys","f","pubmed"
"robert","","byrne","robert byrne","m","pubmed"
"pietro","","caironi","pietro caironi","m","pubmed"
"amy","","calabrese","amy calabrese","f","pubmed"
"minal","","calışkan","minal calışkan","f","pubmed"
"guy","","van camp","guy van camp","m","pubmed"
"christopher","","cannon","christopher cannon","m","pubmed"
"chris","","cardwell","chris cardwell","m","pubmed"
"iain","","carey","iain carey","m","pubmed"
"yehuda","","carmeli","yehuda carmeli","m","pubmed"
"mercedes","","carnethon","mercedes carnethon","f","pubmed"
"jordi","","carratalà","jordi carratalà","m","pubmed"
"margaret","","carroll","margaret carroll","f","pubmed"
"gregory","","carter","gregory carter","m","pubmed"
"barry","","carter","barry carter","m","pubmed"
"aleesa","","carter","aleesa carter","f","pubmed"
"nicole","","casadevall","nicole casadevall","f","pubmed"
"michael","","casaer","michael casaer","m","pubmed"
"lawrence","","casalino","lawrence casalino","m","pubmed"
"jackie","","cassell","jackie cassell","f","pubmed"
